"COU,""Country"",""IND"",""Indicator"",""TIME"",""Time"",""Unit Code"",""Unit"",""PowerCode Code"",""PowerCode"",""Reference Period Code"",""Reference Period"",""Value"",""Flag Codes"",""Flags"""
"HUN,""Hungary"",""HPI_RPI"",""Price to rent ratio"",""2019-Q4"",""Q4-2019"",""IDX"",""Index"",""0"",""Units"",,,134.583802769093,,"
"HUN,""Hungary"",""HPI_RPI"",""Price to rent ratio"",""2020-Q1"",""Q1-2020"",""IDX"",""Index"",""0"",""Units"",,,131.290637412011,,"
"HUN,""Hungary"",""HPI_RPI"",""Price to rent ratio"",""2020-Q2"",""Q2-2020"",""IDX"",""Index"",""0"",""Units"",,,124.428245710847,,"
"CAN,""Canada"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2017-Q1"",""Q1-2017"",""1"",""RATIOS"",""0"",""Units"",,,147.436736468791,,"
"CAN,""Canada"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2017-Q2"",""Q2-2017"",""1"",""RATIOS"",""0"",""Units"",,,149.531884955446,,"
"CAN,""Canada"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2017-Q3"",""Q3-2017"",""1"",""RATIOS"",""0"",""Units"",,,151.070233067449,,"
"CAN,""Canada"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2017-Q4"",""Q4-2017"",""1"",""RATIOS"",""0"",""Units"",,,149.46412428866,,"
"CAN,""Canada"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2018-Q1"",""Q1-2018"",""1"",""RATIOS"",""0"",""Units"",,,151.572499162629,,"
"CAN,""Canada"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2018-Q2"",""Q2-2018"",""1"",""RATIOS"",""0"",""Units"",,,151.929680787091,,"
"CAN,""Canada"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2018-Q3"",""Q3-2018"",""1"",""RATIOS"",""0"",""Units"",,,152.598921390758,,"
"CAN,""Canada"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2018-Q4"",""Q4-2018"",""1"",""RATIOS"",""0"",""Units"",,,152.409560155709,,"
"CAN,""Canada"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2019-Q1"",""Q1-2019"",""1"",""RATIOS"",""0"",""Units"",,,151.710348870367,,"
"CAN,""Canada"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2019-Q2"",""Q2-2019"",""1"",""RATIOS"",""0"",""Units"",,,148.674491825136,,"
"CAN,""Canada"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2019-Q3"",""Q3-2019"",""1"",""RATIOS"",""0"",""Units"",,,148.683691686322,,"
"CAN,""Canada"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2019-Q4"",""Q4-2019"",""1"",""RATIOS"",""0"",""Units"",,,148.43894903118,,"
"CAN,""Canada"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2020-Q1"",""Q1-2020"",""1"",""RATIOS"",""0"",""Units"",,,149.885493002574,,"
"CAN,""Canada"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2020-Q2"",""Q2-2020"",""1"",""RATIOS"",""0"",""Units"",,,139.296163576016,,"
"CAN,""Canada"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2020-Q3"",""Q3-2020"",""1"",""RATIOS"",""0"",""Units"",,,147.496206128243,,"
"MEX,""Mexico"",""RHP"",""Real house price indices, s.a."",""2017-Q1"",""Q1-2017"",""IDX"",""Index"",""0"",""Units"",,,102.980943948776,,"
"MEX,""Mexico"",""RHP"",""Real house price indices, s.a."",""2017-Q2"",""Q2-2017"",""IDX"",""Index"",""0"",""Units"",,,104.470795932393,,"
"MEX,""Mexico"",""RHP"",""Real house price indices, s.a."",""2017-Q3"",""Q3-2017"",""IDX"",""Index"",""0"",""Units"",,,106.164863489238,,"
"MEX,""Mexico"",""RHP"",""Real house price indices, s.a."",""2017-Q4"",""Q4-2017"",""IDX"",""Index"",""0"",""Units"",,,106.730373592862,,"
"MEX,""Mexico"",""RHP"",""Real house price indices, s.a."",""2018-Q1"",""Q1-2018"",""IDX"",""Index"",""0"",""Units"",,,108.071735363447,,"
"MEX,""Mexico"",""RHP"",""Real house price indices, s.a."",""2018-Q2"",""Q2-2018"",""IDX"",""Index"",""0"",""Units"",,,109.045285127274,,"
"MEX,""Mexico"",""RHP"",""Real house price indices, s.a."",""2018-Q3"",""Q3-2018"",""IDX"",""Index"",""0"",""Units"",,,111.15463217715,,"
"MEX,""Mexico"",""RHP"",""Real house price indices, s.a."",""2018-Q4"",""Q4-2018"",""IDX"",""Index"",""0"",""Units"",,,112.272339968476,,"
"MEX,""Mexico"",""RHP"",""Real house price indices, s.a."",""2019-Q1"",""Q1-2019"",""IDX"",""Index"",""0"",""Units"",,,113.935894519501,,"
"MEX,""Mexico"",""RHP"",""Real house price indices, s.a."",""2019-Q2"",""Q2-2019"",""IDX"",""Index"",""0"",""Units"",,,114.771208029008,,"
"MEX,""Mexico"",""RHP"",""Real house price indices, s.a."",""2019-Q3"",""Q3-2019"",""IDX"",""Index"",""0"",""Units"",,,115.513174958482,,"
"MEX,""Mexico"",""RHP"",""Real house price indices, s.a."",""2019-Q4"",""Q4-2019"",""IDX"",""Index"",""0"",""Units"",,,117.52528121411,,"
"MEX,""Mexico"",""RHP"",""Real house price indices, s.a."",""2020-Q1"",""Q1-2020"",""IDX"",""Index"",""0"",""Units"",,,118.338024446722,,"
"MEX,""Mexico"",""RHP"",""Real house price indices, s.a."",""2020-Q2"",""Q2-2020"",""IDX"",""Index"",""0"",""Units"",,,117.740658231512,,"
"LTU,""Lithuania"",""RHP"",""Real house price indices, s.a."",""2017-Q1"",""Q1-2017"",""IDX"",""Index"",""0"",""Units"",,,108.755467514391,,"
"LTU,""Lithuania"",""RHP"",""Real house price indices, s.a."",""2017-Q2"",""Q2-2017"",""IDX"",""Index"",""0"",""Units"",,,109.081165848376,,"
"LTU,""Lithuania"",""RHP"",""Real house price indices, s.a."",""2017-Q3"",""Q3-2017"",""IDX"",""Index"",""0"",""Units"",,,110.051649963491,,"
"LTU,""Lithuania"",""RHP"",""Real house price indices, s.a."",""2017-Q4"",""Q4-2017"",""IDX"",""Index"",""0"",""Units"",,,111.534187801426,,"
"LTU,""Lithuania"",""RHP"",""Real house price indices, s.a."",""2018-Q1"",""Q1-2018"",""IDX"",""Index"",""0"",""Units"",,,113.301081038358,,"
"LTU,""Lithuania"",""RHP"",""Real house price indices, s.a."",""2018-Q2"",""Q2-2018"",""IDX"",""Index"",""0"",""Units"",,,114.245787490328,,"
"LTU,""Lithuania"",""RHP"",""Real house price indices, s.a."",""2018-Q3"",""Q3-2018"",""IDX"",""Index"",""0"",""Units"",,,115.037623384875,,"
"LTU,""Lithuania"",""RHP"",""Real house price indices, s.a."",""2018-Q4"",""Q4-2018"",""IDX"",""Index"",""0"",""Units"",,,116.804376152401,,"
"LTU,""Lithuania"",""RHP"",""Real house price indices, s.a."",""2019-Q1"",""Q1-2019"",""IDX"",""Index"",""0"",""Units"",,,119.882857140459,,"
"LTU,""Lithuania"",""RHP"",""Real house price indices, s.a."",""2019-Q2"",""Q2-2019"",""IDX"",""Index"",""0"",""Units"",,,119.16806367282,,"
"LTU,""Lithuania"",""RHP"",""Real house price indices, s.a."",""2019-Q3"",""Q3-2019"",""IDX"",""Index"",""0"",""Units"",,,119.92454674513,,"
"LTU,""Lithuania"",""RHP"",""Real house price indices, s.a."",""2019-Q4"",""Q4-2019"",""IDX"",""Index"",""0"",""Units"",,,121.689002901059,,"
"LTU,""Lithuania"",""RHP"",""Real house price indices, s.a."",""2020-Q1"",""Q1-2020"",""IDX"",""Index"",""0"",""Units"",,,124.775178879253,,"
"LTU,""Lithuania"",""RHP"",""Real house price indices, s.a."",""2020-Q2"",""Q2-2020"",""IDX"",""Index"",""0"",""Units"",,,127.481398730761,,"
"FRA,""France"",""HPI_YDH"",""Price to income ratio"",""2017-Q1"",""Q1-2017"",""IDX"",""Index"",""0"",""Units"",,,100.154696062284,,"
"FRA,""France"",""HPI_YDH"",""Price to income ratio"",""2017-Q2"",""Q2-2017"",""IDX"",""Index"",""0"",""Units"",,,100.339620702866,,"
"FRA,""France"",""HPI_YDH"",""Price to income ratio"",""2017-Q3"",""Q3-2017"",""IDX"",""Index"",""0"",""Units"",,,100.754999000383,,"
"FRA,""France"",""HPI_YDH"",""Price to income ratio"",""2017-Q4"",""Q4-2017"",""IDX"",""Index"",""0"",""Units"",,,100.230588141275,,"
"FRA,""France"",""HPI_YDH"",""Price to income ratio"",""2018-Q1"",""Q1-2018"",""IDX"",""Index"",""0"",""Units"",,,101.07648472245,,"
"FRA,""France"",""HPI_YDH"",""Price to income ratio"",""2018-Q2"",""Q2-2018"",""IDX"",""Index"",""0"",""Units"",,,100.588602090349,,"
"FRA,""France"",""HPI_YDH"",""Price to income ratio"",""2018-Q3"",""Q3-2018"",""IDX"",""Index"",""0"",""Units"",,,101.04382468241,,"
"FRA,""France"",""HPI_YDH"",""Price to income ratio"",""2018-Q4"",""Q4-2018"",""IDX"",""Index"",""0"",""Units"",,,100.544234174241,,"
"FRA,""France"",""HPI_YDH"",""Price to income ratio"",""2019-Q1"",""Q1-2019"",""IDX"",""Index"",""0"",""Units"",,,100.829037102227,,"
"FRA,""France"",""HPI_YDH"",""Price to income ratio"",""2019-Q2"",""Q2-2019"",""IDX"",""Index"",""0"",""Units"",,,101.688897443812,,"
"FRA,""France"",""HPI_YDH"",""Price to income ratio"",""2019-Q3"",""Q3-2019"",""IDX"",""Index"",""0"",""Units"",,,102.012156170232,,"
"FRA,""France"",""HPI_YDH"",""Price to income ratio"",""2019-Q4"",""Q4-2019"",""IDX"",""Index"",""0"",""Units"",,,102.553319566157,,"
"FRA,""France"",""HPI_YDH"",""Price to income ratio"",""2020-Q1"",""Q1-2020"",""IDX"",""Index"",""0"",""Units"",,,105.400550280516,,"
"FRA,""France"",""HPI_YDH"",""Price to income ratio"",""2020-Q2"",""Q2-2020"",""IDX"",""Index"",""0"",""Units"",,,110.499424469718,,"
"FRA,""France"",""HPI_YDH"",""Price to income ratio"",""2020-Q3"",""Q3-2020"",""IDX"",""Index"",""0"",""Units"",,,106.237005934326,,"
"OECD,""OECD - Total"",""HPI_RPI"",""Price to rent ratio"",""2017-Q1"",""Q1-2017"",""IDX"",""Index"",""0"",""Units"",,,105.058735503513,,"
"OECD,""OECD - Total"",""HPI_RPI"",""Price to rent ratio"",""2017-Q2"",""Q2-2017"",""IDX"",""Index"",""0"",""Units"",,,105.964571843511,,"
"OECD,""OECD - Total"",""HPI_RPI"",""Price to rent ratio"",""2017-Q3"",""Q3-2017"",""IDX"",""Index"",""0"",""Units"",,,106.787393595723,,"
"OECD,""OECD - Total"",""HPI_RPI"",""Price to rent ratio"",""2017-Q4"",""Q4-2017"",""IDX"",""Index"",""0"",""Units"",,,107.486742816593,,"
"OECD,""OECD - Total"",""HPI_RPI"",""Price to rent ratio"",""2018-Q1"",""Q1-2018"",""IDX"",""Index"",""0"",""Units"",,,108.326797277843,,"
"OECD,""OECD - Total"",""HPI_RPI"",""Price to rent ratio"",""2018-Q2"",""Q2-2018"",""IDX"",""Index"",""0"",""Units"",,,108.919007023919,,"
"OECD,""OECD - Total"",""HPI_RPI"",""Price to rent ratio"",""2018-Q3"",""Q3-2018"",""IDX"",""Index"",""0"",""Units"",,,109.439151327674,,"
"OECD,""OECD - Total"",""HPI_RPI"",""Price to rent ratio"",""2018-Q4"",""Q4-2018"",""IDX"",""Index"",""0"",""Units"",,,109.879998101053,,"
"OECD,""OECD - Total"",""HPI_RPI"",""Price to rent ratio"",""2019-Q1"",""Q1-2019"",""IDX"",""Index"",""0"",""Units"",,,110.096083692751,,"
"OECD,""OECD - Total"",""HPI_RPI"",""Price to rent ratio"",""2019-Q2"",""Q2-2019"",""IDX"",""Index"",""0"",""Units"",,,110.476294064919,,"
"OECD,""OECD - Total"",""HPI_RPI"",""Price to rent ratio"",""2019-Q3"",""Q3-2019"",""IDX"",""Index"",""0"",""Units"",,,110.930573773781,,"
"OECD,""OECD - Total"",""HPI_RPI"",""Price to rent ratio"",""2019-Q4"",""Q4-2019"",""IDX"",""Index"",""0"",""Units"",,,111.829679891508,,"
"OECD,""OECD - Total"",""HPI_RPI"",""Price to rent ratio"",""2020-Q1"",""Q1-2020"",""IDX"",""Index"",""0"",""Units"",,,112.832995626726,,"
"OECD,""OECD - Total"",""HPI_RPI"",""Price to rent ratio"",""2020-Q2"",""Q2-2020"",""IDX"",""Index"",""0"",""Units"",,,113.652612292897,,"
"CHE,""Switzerland"",""RPI"",""Rent prices, s.a."",""2017-Q1"",""Q1-2017"",""IDX"",""Index"",""0"",""Units"",,,101.043913572308,,"
"CHE,""Switzerland"",""RPI"",""Rent prices, s.a."",""2017-Q2"",""Q2-2017"",""IDX"",""Index"",""0"",""Units"",,,101.28932323656,,"
"CHE,""Switzerland"",""RPI"",""Rent prices, s.a."",""2017-Q3"",""Q3-2017"",""IDX"",""Index"",""0"",""Units"",,,101.5862383153,,"
"CHE,""Switzerland"",""RPI"",""Rent prices, s.a."",""2017-Q4"",""Q4-2017"",""IDX"",""Index"",""0"",""Units"",,,101.616014737446,,"
"CHE,""Switzerland"",""RPI"",""Rent prices, s.a."",""2018-Q1"",""Q1-2018"",""IDX"",""Index"",""0"",""Units"",,,101.621149289184,,"
"CHE,""Switzerland"",""RPI"",""Rent prices, s.a."",""2018-Q2"",""Q2-2018"",""IDX"",""Index"",""0"",""Units"",,,101.667343685885,,"
"CHE,""Switzerland"",""RPI"",""Rent prices, s.a."",""2018-Q3"",""Q3-2018"",""IDX"",""Index"",""0"",""Units"",,,101.805022495272,,"
"CHE,""Switzerland"",""RPI"",""Rent prices, s.a."",""2018-Q4"",""Q4-2018"",""IDX"",""Index"",""0"",""Units"",,,101.917974354371,,"
"CHE,""Switzerland"",""RPI"",""Rent prices, s.a."",""2019-Q1"",""Q1-2019"",""IDX"",""Index"",""0"",""Units"",,,101.989402901363,,"
"CHE,""Switzerland"",""RPI"",""Rent prices, s.a."",""2019-Q2"",""Q2-2019"",""IDX"",""Index"",""0"",""Units"",,,102.117769998482,,"
"CHE,""Switzerland"",""RPI"",""Rent prices, s.a."",""2019-Q3"",""Q3-2019"",""IDX"",""Index"",""0"",""Units"",,,102.286333211823,,"
"CHE,""Switzerland"",""RPI"",""Rent prices, s.a."",""2019-Q4"",""Q4-2019"",""IDX"",""Index"",""0"",""Units"",,,102.703583660904,,"
"CHE,""Switzerland"",""RPI"",""Rent prices, s.a."",""2020-Q1"",""Q1-2020"",""IDX"",""Index"",""0"",""Units"",,,103.048954997662,,"
"CHE,""Switzerland"",""RPI"",""Rent prices, s.a."",""2020-Q2"",""Q2-2020"",""IDX"",""Index"",""0"",""Units"",,,103.206102159101,,"
"CHE,""Switzerland"",""RPI"",""Rent prices, s.a."",""2020-Q3"",""Q3-2020"",""IDX"",""Index"",""0"",""Units"",,,103.120302675912,,"
"CHE,""Switzerland"",""RPI"",""Rent prices, s.a."",""2020-Q4"",""Q4-2020"",""IDX"",""Index"",""0"",""Units"",,,103.052463174036,,"
"CAN,""Canada"",""RHP"",""Real house price indices, s.a."",""2017-Q1"",""Q1-2017"",""IDX"",""Index"",""0"",""Units"",,,116.443480141901,,"
"CAN,""Canada"",""RHP"",""Real house price indices, s.a."",""2017-Q2"",""Q2-2017"",""IDX"",""Index"",""0"",""Units"",,,120.52709860543,,"
"CAN,""Canada"",""RHP"",""Real house price indices, s.a."",""2017-Q3"",""Q3-2017"",""IDX"",""Index"",""0"",""Units"",,,124.037911711212,,"
"CAN,""Canada"",""RHP"",""Real house price indices, s.a."",""2017-Q4"",""Q4-2017"",""IDX"",""Index"",""0"",""Units"",,,122.62648399807,,"
"CAN,""Canada"",""RHP"",""Real house price indices, s.a."",""2018-Q1"",""Q1-2018"",""IDX"",""Index"",""0"",""Units"",,,123.648181992196,,"
"CAN,""Canada"",""RHP"",""Real house price indices, s.a."",""2018-Q2"",""Q2-2018"",""IDX"",""Index"",""0"",""Units"",,,123.50768439,,"
"CAN,""Canada"",""RHP"",""Real house price indices, s.a."",""2018-Q3"",""Q3-2018"",""IDX"",""Index"",""0"",""Units"",,,123.623099626994,,"
"CAN,""Canada"",""RHP"",""Real house price indices, s.a."",""2018-Q4"",""Q4-2018"",""IDX"",""Index"",""0"",""Units"",,,123.993405486558,,"
"CAN,""Canada"",""RHP"",""Real house price indices, s.a."",""2019-Q1"",""Q1-2019"",""IDX"",""Index"",""0"",""Units"",,,124.044749110409,,"
"CAN,""Canada"",""RHP"",""Real house price indices, s.a."",""2019-Q2"",""Q2-2019"",""IDX"",""Index"",""0"",""Units"",,,122.302735609708,,"
"CAN,""Canada"",""RHP"",""Real house price indices, s.a."",""2019-Q3"",""Q3-2019"",""IDX"",""Index"",""0"",""Units"",,,122.598999767132,,"
"CAN,""Canada"",""RHP"",""Real house price indices, s.a."",""2019-Q4"",""Q4-2019"",""IDX"",""Index"",""0"",""Units"",,,123.469815438251,,"
"CAN,""Canada"",""RHP"",""Real house price indices, s.a."",""2020-Q1"",""Q1-2020"",""IDX"",""Index"",""0"",""Units"",,,125.233614965026,,"
"CAN,""Canada"",""RHP"",""Real house price indices, s.a."",""2020-Q2"",""Q2-2020"",""IDX"",""Index"",""0"",""Units"",,,128.659154761193,,"
"CAN,""Canada"",""RHP"",""Real house price indices, s.a."",""2020-Q3"",""Q3-2020"",""IDX"",""Index"",""0"",""Units"",,,129.055866123616,,"
"ITA,""Italy"",""HPI"",""Nominal house price indices, s.a."",""2017-Q1"",""Q1-2017"",""IDX"",""Index"",""0"",""Units"",,,99.5962176096222,,"
"ITA,""Italy"",""HPI"",""Nominal house price indices, s.a."",""2017-Q2"",""Q2-2017"",""IDX"",""Index"",""0"",""Units"",,,99.2339752032336,,"
"ITA,""Italy"",""HPI"",""Nominal house price indices, s.a."",""2017-Q3"",""Q3-2017"",""IDX"",""Index"",""0"",""Units"",,,98.9525488331934,,"
"ITA,""Italy"",""HPI"",""Nominal house price indices, s.a."",""2017-Q4"",""Q4-2017"",""IDX"",""Index"",""0"",""Units"",,,98.9172583539504,,"
"ITA,""Italy"",""HPI"",""Nominal house price indices, s.a."",""2018-Q1"",""Q1-2018"",""IDX"",""Index"",""0"",""Units"",,,99.1237255312176,,"
"ITA,""Italy"",""HPI"",""Nominal house price indices, s.a."",""2018-Q2"",""Q2-2018"",""IDX"",""Index"",""0"",""Units"",,,98.7178207657291,,"
"ITA,""Italy"",""HPI"",""Nominal house price indices, s.a."",""2018-Q3"",""Q3-2018"",""IDX"",""Index"",""0"",""Units"",,,98.1933182082564,,"
"ITA,""Italy"",""HPI"",""Nominal house price indices, s.a."",""2018-Q4"",""Q4-2018"",""IDX"",""Index"",""0"",""Units"",,,98.4651354947964,,"
"ITA,""Italy"",""HPI"",""Nominal house price indices, s.a."",""2019-Q1"",""Q1-2019"",""IDX"",""Index"",""0"",""Units"",,,98.2326349395001,,"
"ITA,""Italy"",""HPI"",""Nominal house price indices, s.a."",""2019-Q2"",""Q2-2019"",""IDX"",""Index"",""0"",""Units"",,,98.5409552349004,,"
"ITA,""Italy"",""HPI"",""Nominal house price indices, s.a."",""2019-Q3"",""Q3-2019"",""IDX"",""Index"",""0"",""Units"",,,98.6385901898155,,"
"ITA,""Italy"",""HPI"",""Nominal house price indices, s.a."",""2019-Q4"",""Q4-2019"",""IDX"",""Index"",""0"",""Units"",,,98.6878196357589,,"
"ITA,""Italy"",""HPI"",""Nominal house price indices, s.a."",""2020-Q1"",""Q1-2020"",""IDX"",""Index"",""0"",""Units"",,,99.954146717369,,"
"ITA,""Italy"",""HPI"",""Nominal house price indices, s.a."",""2020-Q2"",""Q2-2020"",""IDX"",""Index"",""0"",""Units"",,,101.878824443531,,"
"USA,""United States"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2017-Q1"",""Q1-2017"",""1"",""RATIOS"",""0"",""Units"",,,93.537678900734,,"
"USA,""United States"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2017-Q2"",""Q2-2017"",""1"",""RATIOS"",""0"",""Units"",,,94.1312792123256,,"
"USA,""United States"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2017-Q3"",""Q3-2017"",""1"",""RATIOS"",""0"",""Units"",,,94.7165926144518,,"
"USA,""United States"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2017-Q4"",""Q4-2017"",""1"",""RATIOS"",""0"",""Units"",,,95.2325394241194,,"
"USA,""United States"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2018-Q1"",""Q1-2018"",""1"",""RATIOS"",""0"",""Units"",,,95.285130610631,,"
"USA,""United States"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2018-Q2"",""Q2-2018"",""1"",""RATIOS"",""0"",""Units"",,,95.3632435418823,,"
"USA,""United States"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2018-Q3"",""Q3-2018"",""1"",""RATIOS"",""0"",""Units"",,,95.4813814379927,,"
"USA,""United States"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2018-Q4"",""Q4-2018"",""1"",""RATIOS"",""0"",""Units"",,,95.8782717683858,,"
"USA,""United States"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2019-Q1"",""Q1-2019"",""1"",""RATIOS"",""0"",""Units"",,,96.22644256677,,"
"USA,""United States"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2019-Q2"",""Q2-2019"",""1"",""RATIOS"",""0"",""Units"",,,97.3341397794964,,"
"USA,""United States"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2019-Q3"",""Q3-2019"",""1"",""RATIOS"",""0"",""Units"",,,97.5160712431509,,"
"USA,""United States"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2019-Q4"",""Q4-2019"",""1"",""RATIOS"",""0"",""Units"",,,98.3740354523813,,"
"USA,""United States"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2020-Q1"",""Q1-2020"",""1"",""RATIOS"",""0"",""Units"",,,99.2936856839475,,"
"USA,""United States"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2020-Q2"",""Q2-2020"",""1"",""RATIOS"",""0"",""Units"",,,91.3511937670097,,"
"USA,""United States"",""HPI_YDH_AVG"",""Standardised price-income ratio"",""2020-Q3"",""Q3-2020"",""1"",""RATIOS"",""0"",""Units"",,,97.600325894207,,"
"NZL,""New Zealand"",""HPI_YDH"",""Price to income ratio"",""2017-Q1"",""Q1-2017"",""IDX"",""Index"",""0"",""Units"",,,111.800242652613,,"
"NZL,""New Zealand"",""HPI_YDH"",""Price to income ratio"",""2017-Q2"",""Q2-2017"",""IDX"",""Index"",""0"",""Units"",,,111.383818961586,,"
"NZL,""New Zealand"",""HPI_YDH"",""Price to income ratio"",""2017-Q3"",""Q3-2017"",""IDX"",""Index"",""0"",""Units"",,,111.129296252372,,"
"NZL,""New Zealand"",""HPI_YDH"",""Price to income ratio"",""2017-Q4"",""Q4-2017"",""IDX"",""Index"",""0"",""Units"",,,112.008316486182,,"
"NZL,""New Zealand"",""HPI_YDH"",""Price to income ratio"",""2018-Q1"",""Q1-2018"",""IDX"",""Index"",""0"",""Units"",,,112.384115534284,,"
"NZL,""New Zealand"",""HPI_YDH"",""Price to income ratio"",""2018-Q2"",""Q2-2018"",""IDX"",""Index"",""0"",""Units"",,,112.374588444752,,"
"NZL,""New Zealand"",""HPI_YDH"",""Price to income ratio"",""2018-Q3"",""Q3-2018"",""IDX"",""Index"",""0"",""Units"",,,112.412847468782,,"
"NZL,""New Zealand"",""HPI_YDH"",""Price to income ratio"",""2018-Q4"",""Q4-2018"",""IDX"",""Index"",""0"",""Units"",,,112.608216296089,,"
"NZL,""New Zealand"",""HPI_YDH"",""Price to income ratio"",""2019-Q1"",""Q1-2019"",""IDX"",""Index"",""0"",""Units"",,,112.304205559648,,"
"NZL,""New Zealand"",""HPI_YDH"",""Price to income ratio"",""2019-Q2"",""Q2-2019"",""IDX"",""Index"",""0"",""Units"",,,111.230747410665,,"
"NZL,""New Zealand"",""HPI_YDH"",""Price to income ratio"",""2019-Q3"",""Q3-2019"",""IDX"",""Index"",""0"",""Units"",,,111.01041845791,,"
"NZL,""New Zealand"",""HPI_YDH"",""Price to income ratio"",""2019-Q4"",""Q4-2019"",""IDX"",""Index"",""0"",""Units"",,,110.291002637172,,"
"NZL,""New Zealand"",""HPI_YDH"",""Price to income ratio"",""2020-Q1"",""Q1-2020"",""IDX"",""Index"",""0"",""Units"",,,113.012429570201,,"
"GRC,""Greece"",""RPI"",""Rent prices, s.a."",""2017-Q1"",""Q1-2017"",""IDX"",""Index"",""0"",""Units"",,,97.1963538416115,,"
"GRC,""Greece"",""RPI"",""Rent prices, s.a."",""2017-Q2"",""Q2-2017"",""IDX"",""Index"",""0"",""Units"",,,96.0297702033145,,"
"GRC,""Greece"",""RPI"",""Rent prices, s.a."",""2017-Q3"",""Q3-2017"",""IDX"",""Index"",""0"",""Units"",,,94.5691376644926,,"
"GRC,""Greece"",""RPI"",""Rent prices, s.a."",""2017-Q4"",""Q4-2017"",""IDX"",""Index"",""0"",""Units"",,,93.1014397233286,,"
"GRC,""Greece"",""RPI"",""Rent prices, s.a."",""2018-Q1"",""Q1-2018"",""IDX"",""Index"",""0"",""Units"",,,92.2315754951608,,"
"GRC,""Greece"",""RPI"",""Rent prices, s.a."",""2018-Q2"",""Q2-2018"",""IDX"",""Index"",""0"",""Units"",,,92.0876109309264,,"
"GRC,""Greece"",""RPI"",""Rent prices, s.a."",""2018-Q3"",""Q3-2018"",""IDX"",""Index"",""0"",""Units"",,,92.1215502095745,,"
